Household_number,Date_of_occupancy,Ownership,Mortgage_Or_Rent,Dwelling_type,House_value_in_K,House_hold_size,Household_income_in_K,House_size,No_of_vehicles,ZIP,LAT,LNG
H16604,1991-01-02,false,2473.917591518256,Single Family,466.2558728100179,5,82.63110155049844,2178.555022400893,2,02127,42.334992,-71.039093
H16608,1989-05-27,false,2472.8673524079645,Apartments,631.9076094113927,3,109.90695200034945,1136.9584258818168,1,07608,40.852997,-74.060355
H16613,1999-02-02,false,2484.1856944347046,Single Family,500.35989480692473,7,106.72245308101654,2752.6904060869742,1,19103,39.952896,-75.174298
H16621,2003-08-04,false,2479.037921198767,Apartments,719.3803390232628,3,131.64793794545352,1022.456755782687,2,06467,41.567845,-72.899757
H16627,2017-10-01,false,2487.0571676269606,Apartments,677.3028392373868,3,117.83934563790615,706.1311830838165,3,11213,40.671078,-73.936336
H16632,1992-10-25,false,2450.495489763789,Apartments,213.20615180089152,3,131.70544625916693,760.3302976254298,0,02126,42.274227,-71.097423
H16636,2009-01-06,false,2487.76705935802,Single Family,606.1997970430207,5,143.3861772628287,1864.8264723996433,3,06479,41.57477,-72.9119
H16640,2001-01-02,true,2482.9547270190933,Apartments,259.49032463947594,3,106.03277180106014,939.695659742615,1,11213,40.671078,-73.936336
H16642,1989-04-10,false,2488.2897658465017,Single Family,433.51040468031147,5,77.95324005570895,2230.573657927175,1,07620,40.968725,-73.916999
H16646,1993-09-22,false,2493.8570515417246,Single Family,412.4298835956263,6,118.40998467108854,2332.6678963860304,3,19106,39.948629,-75.142789
H16651,2018-10-12,false,2482.612507337532,Single Family,267.76663483955747,7,176.14420359038033,2747.2724826809563,1,02127,42.334992,-71.039093
H16652,1988-02-03,true,2471.641846671491,Single Family,678.9644748405888,5,151.91622741180865,1995.2352726203746,3,06479,41.57477,-72.9119
H16657,1996-06-12,false,2455.9531489866754,Single Family,676.5004911623578,5,116.43013499719747,2106.146153999123,0,11103,40.762574,-73.913447
H16666,1998-01-01,false,2463.470318225816,Apartments,488.31035302446315,4,148.46893324236999,1251.5293254170188,1,19103,39.952896,-75.174298
H16675,1996-12-10,false,2488.781060416939,Single Family,477.69587401584175,6,114.55293697335522,2700.550330304936,2,06479,41.57477,-72.9119
H16681,2011-11-22,false,2464.874202777049,Apartments,517.1360493314622,4,142.45311815218275,1445.2974477806165,2,06001,41.787159,-72.852046
H16687,2001-10-23,false,2471.611163767061,Apartments,734.0475184075386,3,65.43337767368632,951.860697359295,0,19103,39.952896,-75.174298
H16692,2008-11-02,false,2464.33225538041,Apartments,757.7767542859741,2,121.34140148308201,555.2899986129989,3,19103,39.952896,-75.174298
H16700,1990-10-18,false,2491.1832588335656,Single Family,175.74731582521505,6,116.58091823401269,2419.5690578603,1,11214,40.599148,-73.99609
H16705,2006-07-22,false,2477.9280482212857,Apartments,435.67680464231114,4,83.53156974644389,1338.558832442769,1,11213,40.671078,-73.936336
H16708,1990-02-14,false,2442.272462799417,Apartments,359.366257170738,4,54.77289333827939,1571.115275755294,1,11104,40.744634,-73.920201
H16712,2006-10-30,false,2468.5789591282705,Single Family,383.82583161016294,5,176.30991209193644,1761.300887871153,4,02126,42.274227,-71.097423
H16716,2016-10-24,false,2452.818819989253,Apartments,570.2990773863046,4,179.02764090409036,1312.480847389815,1,06002,41.84493,-72.740951
H16723,2015-06-22,false,2496.5124483267755,Single Family,585.7715658279578,5,167.05847978265928,1970.9431688576549,3,02129,42.379657,-71.061487
H16728,2016-02-24,false,2483.3057914795577,Apartments,399.7770375055213,3,82.28963238649064,801.3339791851831,2,07087,40.767383,-74.032328
H16736,1989-09-16,true,2483.833818909262,Single Family,579.3872621753094,4,134.25126034359965,1709.3069683179765,1,07620,40.968725,-73.916999
H16743,1997-07-21,false,2463.6200994620335,Apartments,588.4273428322581,2,111.56433630687216,690.0812642401207,3,02126,42.274227,-71.097423
H16746,1997-12-16,false,2458.917334655667,Single Family,656.8086636425553,4,56.88185994627658,1689.677192295652,0,19103,39.952896,-75.174298
H16751,2007-11-01,false,2477.0849065455513,Apartments,330.01236893118136,3,76.66735125402948,750.9009435122729,0,19104,39.95852,-75.198857
H16758,1997-12-04,false,2454.5109062547735,Apartments,205.27723384973973,3,168.20375569404362,1193.7746803125665,2,11213,40.671078,-73.936336
H16761,1996-05-08,false,2469.713132619565,Apartments,695.2681017551557,3,153.10727315702007,745.4228927125155,0,07620,40.968725,-73.916999
H16762,2013-07-02,false,2440.957431767525,Single Family,311.301766290733,5,150.77867166509188,2217.4398172486617,4,06467,41.567845,-72.899757
H16770,2016-09-17,false,2498.497765491053,Single Family,717.5819514237907,6,64.61705141107561,2284.733374484475,2,11213,40.671078,-73.936336
H16779,2006-12-23,false,2482.740930727689,Apartments,303.930564359524,3,67.06996936913995,1069.3111027154648,1,19106,39.948629,-75.142789
H16787,1998-05-25,false,2458.889621296086,Apartments,563.7132445691666,2,109.33651971385586,474.70975406149375,4,11213,40.671078,-73.936336
H16788,1998-10-22,false,2475.3432794566584,Apartments,760.6859086886235,3,40.20314537119192,1039.0650096294048,2,06467,41.567845,-72.899757
H16794,2017-08-28,false,2461.9295559768384,Apartments,492.42284308288055,4,159.87256654720028,1316.079039687092,1,19104,39.95852,-75.198857
H16800,2018-01-22,false,2499.841554955339,Single Family,178.10730536717708,7,96.07636567135228,2893.5846606186733,1,11213,40.671078,-73.936336
H16809,1990-02-28,false,2492.51839857392,Apartments,351.0057830968235,2,127.30706629653888,489.12293882709423,4,19104,39.95852,-75.198857
H16812,1999-05-26,false,2495.7963521202473,Single Family,602.9629263763857,6,106.03859019642857,2419.5780475113893,2,02126,42.274227,-71.097423
H16821,2002-12-31,false,2469.3017334256633,Single Family,795.5273919655208,5,56.460258730404966,1850.5503961165318,2,07087,40.767383,-74.032328
H16825,2007-04-09,false,2474.0630759577125,Apartments,195.18072106696238,4,102.67466555627708,1232.068225069435,1,11213,40.671078,-73.936336
H16832,2013-09-03,true,2469.3997233501136,Single Family,649.4688290305875,6,82.26405119017136,2732.9991738238136,1,19104,39.95852,-75.198857
H16833,2003-03-19,true,2443.16172852078,Single Family,725.9112337289016,6,108.4247409963861,2503.349014293113,2,19104,39.95852,-75.198857
H16841,1999-05-17,false,2450.800975719417,Apartments,431.36343593301876,4,143.26136976872596,1559.0244290175565,3,02128,42.361129,-71.006975
H16842,2013-10-13,false,2474.587947572676,Apartments,572.9306458232329,4,107.41450678361004,1388.5248860471409,1,02126,42.274227,-71.097423
H16844,2017-11-15,false,2470.0076809033285,Apartments,649.4269401754082,3,87.97031042818583,1006.7436173409078,2,02128,42.361129,-71.006975
H16852,2017-05-19,false,2466.125957609278,Single Family,328.72007495494535,6,151.84304699452923,2579.842653752275,4,11213,40.671078,-73.936336
H16855,2014-06-07,false,2496.0972537349553,Single Family,671.6797562760737,6,95.97256157238849,2478.838005716752,3,11104,40.744634,-73.920201
H16863,2005-01-29,false,2443.727355940995,Single Family,356.99032866325786,7,70.94295804590408,2794.444303079451,0,02129,42.379657,-71.061487
H16869,2010-02-07,false,2456.0292701463823,Single Family,183.36096763269893,6,105.08188373254846,2693.0042863301583,2,19103,39.952896,-75.174298
H16875,2004-07-27,true,2468.766972002964,Apartments,180.46038128823278,2,163.03388598386067,591.8233446448597,0,06467,41.567845,-72.899757
H16884,2015-04-06,false,2488.782081504597,Single Family,603.7242050726481,5,61.1882643543468,1907.7007340001157,0,06001,41.787159,-72.852046
H16893,1998-05-20,false,2490.195558366403,Apartments,383.2243342706731,4,155.6936328178312,1389.612220471573,2,02127,42.334992,-71.039093
H16897,2012-10-03,false,2464.0553100259176,Apartments,361.47455508884525,3,137.36596494708186,1001.9698384778877,1,07093,40.788079,-74.011357
H16905,2007-01-13,false,2476.4440675541146,Single Family,740.7621922412251,5,113.99258282671633,2106.942065077761,1,19102,39.952783,-75.165586
H16914,2002-02-05,false,2485.446669627684,Apartments,258.99301118099197,4,105.47797324214953,1511.9237765083562,2,11214,40.599148,-73.99609
H16923,1996-06-25,false,2457.0353797286493,Apartments,730.3514178790714,4,89.01671158404574,1554.656830206339,4,19103,39.952896,-75.174298
H16928,1995-12-16,false,2475.120033327743,Single Family,710.1446642707476,6,152.84575934964676,2686.173706145462,4,19102,39.952783,-75.165586
H16934,2016-05-28,false,2470.8110888878855,Apartments,466.4329040533988,3,150.24518267150256,873.3896117992638,0,06001,41.787159,-72.852046
H16942,1988-12-14,false,2478.622333429054,Single Family,524.3763692646328,5,115.01215801008354,2069.9282564211394,3,06002,41.84493,-72.740951
H16949,2011-07-23,false,2460.4707864488946,Apartments,759.068705573467,3,88.47077937023123,1164.766784958458,3,11213,40.671078,-73.936336
H16953,2009-10-10,true,2467.807415498216,Single Family,586.1786711414743,5,71.2780918055874,2176.895998206529,1,06001,41.787159,-72.852046
H16958,1990-09-09,false,2490.5726893216133,Apartments,392.52125482152223,3,160.84029885566704,984.742039076303,1,02129,42.379657,-71.061487
H16964,2018-11-09,false,2490.8047706275725,Single Family,700.9692811731678,6,148.50252166589948,2513.550795371081,2,02128,42.361129,-71.006975
H16970,2014-05-09,true,2464.4026057610363,Apartments,178.78188021169893,3,134.74849230587338,1171.8116386315169,1,07093,40.788079,-74.011357
H16975,1991-11-07,false,2458.8713421955067,Apartments,411.40695630120354,2,135.72206824547743,563.1523916895007,0,19106,39.948629,-75.142789
H16980,2005-01-11,false,2478.8166004387735,Apartments,532.5083937699758,2,121.00991701423845,538.2562516408954,3,02129,42.379657,-71.061487
H16986,2013-01-15,false,2471.776661824903,Apartments,286.87579358495486,3,82.96535007196323,1213.402932253305,2,07620,40.968725,-73.916999
H16988,1993-02-21,true,2466.2703914876265,Apartments,181.80144887280207,2,53.2402226203584,539.8204261506507,2,19104,39.95852,-75.198857
H16992,1990-11-21,false,2482.631748962473,Apartments,203.90264003064692,3,154.34090065901805,1170.3419820888566,0,02129,42.379657,-71.061487
H16998,1998-05-04,false,2478.08673311441,Single Family,539.8908037972187,4,96.24996547701272,1684.6907585677368,0,06479,41.57477,-72.9119
H17004,2007-04-14,false,2491.161433676611,Single Family,494.0506663523818,4,148.09125891889767,1680.4684932259472,2,07093,40.788079,-74.011357
H17006,2001-03-28,false,2453.0880809313294,Single Family,787.5256225872395,6,171.55334604442473,2406.186430010955,0,19106,39.948629,-75.142789
H17009,2009-12-07,false,2471.32018292102,Single Family,224.03913158670733,6,143.9940978738865,2548.8985369818233,2,06479,41.57477,-72.9119
H17010,2003-10-01,false,2488.4100404563223,Apartments,787.4087523907885,3,92.65046376400065,786.2347735685582,2,11213,40.671078,-73.936336
H17018,2003-01-09,false,2476.044818518499,Apartments,665.5949168995708,2,35.81017849888344,474.24035662713214,1,06001,41.787159,-72.852046
H17023,2012-03-09,false,2490.0322347588167,Single Family,395.6984342417353,6,102.399560524665,2618.0652723263065,2,07608,40.852997,-74.060355
H17032,1999-11-24,false,2492.859492757445,Single Family,680.6711757100218,6,39.62340421258793,2553.7468624429243,1,07087,40.767383,-74.032328
H17037,1995-07-30,false,2479.9085959183867,Apartments,550.5696959686861,4,42.66550751305085,1472.3194305233405,2,06001,41.787159,-72.852046
H17038,2003-11-21,false,2453.7516275313037,Single Family,763.94933208097,5,81.97740915682601,1967.9977681785665,0,07608,40.852997,-74.060355
H17042,2015-10-06,true,2457.284106873267,Single Family,533.3047830834842,5,159.13858638770407,2100.2214077331823,1,19106,39.948629,-75.142789
H17046,2000-12-21,true,2473.0072248250895,Single Family,604.9567946364215,7,42.91354837958905,2933.015721275926,0,06002,41.84493,-72.740951
H17054,1995-09-06,true,2449.6776869141995,Single Family,453.91755771900125,7,143.15488946733842,2760.967560593974,4,06002,41.84493,-72.740951
H17059,2002-10-23,false,2466.1171072917746,Single Family,327.1153322427931,6,56.974739340340854,2624.318089132049,1,06001,41.787159,-72.852046
H17068,2004-10-06,false,2480.1280117336314,Single Family,394.0443966018244,5,89.92384962957561,1897.0518346423758,2,06002,41.84493,-72.740951
H17071,2015-01-22,false,2475.9346930368324,Apartments,196.72486088502205,2,65.21752490412503,699.2883969537112,3,19103,39.952896,-75.174298
H17079,2003-04-20,false,2486.746639975995,Apartments,501.7071380328222,3,63.45202124451947,1095.906409349423,1,11213,40.671078,-73.936336
H17082,2010-12-23,false,2447.134019045624,Single Family,489.37296101381446,4,111.41999567999811,1628.5935974261172,2,02127,42.334992,-71.039093
H17091,1992-12-15,false,2478.4033537259306,Single Family,762.6123707816706,6,45.83420110661779,2547.678239845368,0,02127,42.334992,-71.039093
H17094,2016-04-25,false,2471.598926705491,Apartments,555.8373823952795,3,58.27623469477864,1128.6974225212994,2,07620,40.968725,-73.916999
H17096,2016-08-26,false,2491.205419193224,Apartments,369.25697275752304,2,45.41693820173042,586.9235948261222,3,11214,40.599148,-73.99609
H17105,2012-09-19,false,2447.8446395650058,Single Family,709.9628325227724,5,37.10906829356602,1815.1890412232838,1,19104,39.95852,-75.198857
H17112,1991-08-10,false,2490.6841788271013,Apartments,288.20699014564923,2,118.59547229697566,548.849122410173,3,02126,42.274227,-71.097423
H17113,1995-02-16,true,2483.389016341406,Apartments,353.6954843406831,4,61.833617755368394,1372.376940340252,3,19106,39.948629,-75.142789
H17115,1992-08-17,false,2475.00296734447,Single Family,177.27436103778456,7,79.91850306990304,2932.888962436757,2,07620,40.968725,-73.916999
H17122,2016-04-11,false,2470.396148391446,Apartments,747.8525301039965,4,136.7764245220967,1399.9285334224437,0,11104,40.744634,-73.920201
H17124,2007-07-24,true,2478.686672400197,Single Family,697.7834250600026,5,164.49659847112164,1935.9287433028485,1,06467,41.567845,-72.899757
H17126,1993-03-08,false,2442.8262012176483,Single Family,677.894536986197,6,114.85087665448738,2321.182302022168,3,02128,42.361129,-71.006975
H17134,2005-09-26,false,2437.5623304347705,Apartments,208.8733487966366,3,104.95653797711829,1003.4982638842312,2,19106,39.948629,-75.142789
H17142,1991-05-21,false,2467.1178171773286,Single Family,538.0171460898941,7,69.25318962945141,2853.8408468982366,0,19104,39.95852,-75.198857
H17144,2000-02-15,false,2479.853525927128,Apartments,794.5773004290525,3,92.88738158652214,917.4768188805205,3,06467,41.567845,-72.899757
H17147,2001-02-13,false,2462.758794461979,Apartments,746.0468690272046,4,121.65725808873097,1538.1724281843083,2,11104,40.744634,-73.920201
H17149,2013-08-10,false,2471.6839049408654,Single Family,707.8391514835714,7,169.6824463545539,2907.109617226799,3,07620,40.968725,-73.916999
H17154,2002-01-04,false,2460.421813087717,Apartments,339.62955446504714,4,49.12638365854083,1266.5201093155915,2,06467,41.567845,-72.899757
H17159,1989-03-31,false,2479.374066443032,Apartments,721.3331738124048,3,170.2082685866752,933.8329797887224,2,07087,40.767383,-74.032328
H17163,1990-12-24,false,2487.0759618793995,Single Family,307.95895924180286,5,76.03986823069812,2114.1196271102244,1,07093,40.788079,-74.011357
H17170,1989-02-09,false,2478.733220387995,Single Family,516.9320040478162,7,115.90601596471994,2828.05295730636,1,07608,40.852997,-74.060355
H17177,2015-02-15,true,2483.366048930487,Apartments,214.17840276769564,2,122.05848368086309,453.0728214828555,1,19102,39.952783,-75.165586
H17182,2004-10-31,false,2476.2215042715816,Single Family,480.4900712633019,5,158.8474018287027,1974.7202954767156,1,11104,40.744634,-73.920201
H17183,2011-07-16,false,2481.6513248045017,Single Family,588.6756855187568,5,129.9712362553197,2059.2723795640977,1,19102,39.952783,-75.165586
H17186,2007-08-24,false,2485.361885049518,Apartments,251.66870341411112,4,64.28643332272335,1527.4831265940495,2,19104,39.95852,-75.198857
H17188,2008-10-11,false,2463.6575694212397,Single Family,301.8095977096862,4,98.51348445046938,1706.426746087996,1,06001,41.787159,-72.852046
H17193,1988-01-23,false,2464.163930648027,Single Family,720.3002998752504,6,59.246103955397864,2485.1694646885326,4,07608,40.852997,-74.060355
H17199,2004-09-08,false,2478.413843593084,Single Family,193.3852946847552,5,169.40098018475953,2119.742156258286,0,06479,41.57477,-72.9119
H17202,2006-05-01,false,2493.63075099942,Single Family,708.0721183080668,6,56.29712050727731,2717.2303615098167,2,19103,39.952896,-75.174298
H17210,2011-08-15,true,2489.253918026311,Single Family,247.12211250389288,6,169.75370146899587,2536.7657326743297,1,19102,39.952783,-75.165586
H17219,1996-07-05,false,2472.653818213945,Single Family,566.4871480095494,6,78.58118567867442,2613.040125866166,3,11214,40.599148,-73.99609
H17226,1992-11-22,false,2476.6059338035025,Apartments,498.81670122327586,3,117.29665020413024,1099.219444605519,1,07620,40.968725,-73.916999
